"",brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
6689,Chevrolet,2016,1295000,46000,Diesel,Dealer,Automatic,2,11.450,2776.000,197.200,7.000
6690,Renault,2019,580000,12000,Petrol,Individual,Manual,1,20.000,999.000,72.000,7.000
6691,Renault,2019,600000,5000,Petrol,Individual,Manual,1,20.000,999.000,72.000,7.000
6693,Renault,2019,786000,7720,Petrol,Individual,Manual,1,20.000,999.000,71.000,7.000
6694,Renault,2019,675000,5000,Petrol,Individual,Manual,1,20.000,999.000,72.000,7.000
6695,Renault,2019,650000,5000,Petrol,Individual,Manual,1,20.000,999.000,72.000,7.000
6697,Renault,2019,700000,6500,Petrol,Individual,Manual,1,20.000,999.000,72.000,7.000
6699,Hyundai,2016,1950000,45000,Diesel,Dealer,Automatic,2,16.380,1995.000,183.000,5.000
6700,Hyundai,2006,282000,128000,Diesel,Individual,Manual,4,12.600,1991.000,112.000,7.000
6701,Mahindra,2017,660000,67000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6702,Mahindra,2016,530000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6703,Mahindra,2016,625000,50000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6705,Mahindra,2017,725000,100000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6706,Mahindra,2017,725000,40000,Diesel,Dealer,Manual,1,18.490,1493.000,100.000,7.000
6707,Mahindra,2018,890000,55000,Diesel,Dealer,Manual,1,18.490,1493.000,100.000,7.000
6708,Mahindra,2018,819999,11500,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6709,Mahindra,2017,700000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6710,Mahindra,2018,700000,30000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6711,Mahindra,2016,750000,110000,Diesel,Individual,Automatic,1,18.490,1493.000,100.000,7.000
6712,Mahindra,2017,750000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6713,Mahindra,2018,800000,70000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6714,Mahindra,2018,600000,70000,Diesel,Individual,Manual,1,18.490,2179.000,120.000,9.000
6715,Mahindra,2018,850000,20000,Diesel,Individual,Manual,1,18.490,2179.000,120.000,9.000
6716,Mahindra,2018,775000,50000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6717,Mahindra,2017,509999,142000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6718,Mahindra,2016,600000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6719,Mahindra,2017,600000,30000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6720,Mahindra,2018,775000,59736,Diesel,Dealer,Manual,1,18.490,1493.000,100.000,7.000
6721,Mahindra,2017,660000,82000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6722,Mahindra,2017,700000,38000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6723,Mahindra,2016,700000,50000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6724,Mahindra,2019,875000,25000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6725,Mahindra,2016,700000,120000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6726,Mahindra,2016,750000,35000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6727,Mahindra,2017,645000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6728,Mahindra,2017,700000,54188,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6729,Mahindra,2017,750000,60000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6730,Mahindra,2015,600000,80000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6731,Mahindra,2015,620000,40000,Diesel,Individual,Automatic,1,18.490,1493.000,100.000,7.000
6732,Mahindra,2017,655000,126000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6733,Mahindra,2015,634000,165000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6734,Mahindra,2015,730000,100000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6735,Mahindra,2015,590000,40000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6736,Mahindra,2016,750000,71000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6737,Mahindra,2016,730000,65100,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6738,Mahindra,2016,625000,120000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6739,Mahindra,2015,700000,58945,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6740,Mahindra,2016,650000,100000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6741,Mahindra,2016,770000,50000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6742,Mahindra,2016,509999,110000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6743,Mahindra,2015,430000,110000,Diesel,Individual,Manual,2,18.490,1493.000,100.000,7.000
6747,Mahindra,2017,710000,120000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6748,Mahindra,2017,700000,40000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6749,Mahindra,2015,500000,120000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6750,Mahindra,2016,700000,30000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6751,Mahindra,2016,600000,139000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6752,Mahindra,2017,735000,70000,Diesel,Individual,Manual,1,18.490,1493.000,100.000,7.000
6753,Mahindra,2017,660000,50000,Diesel,Individual,Automatic,1,18.490,1493.000,100.000,7.000
6754,Mahindra,2015,775000,45000,Diesel,Individual,Automatic,1,18.490,1493.000,100.000,7.000
6755,Mahindra,2016,600000,90000,Diesel,Individual,Automatic,2,18.490,1493.000,100.000,7.000
6756,Mahindra,2015,700000,40000,Diesel,Individual,Automatic,1,18.490,1493.000,100.000,7.000
6757,Volvo,2013,1200000,72500,Diesel,Individual,Automatic,2,23.300,1984.000,150.000,5.000
6758,Volvo,2018,2475000,2000,Diesel,Dealer,Automatic,1,16.800,1984.000,150.000,5.000
6787,Volkswagen,2018,885000,75000,Diesel,Individual,Automatic,1,21.500,1498.000,108.500,5.000
6788,Volkswagen,2018,950000,75000,Diesel,Individual,Automatic,1,21.500,1498.000,108.500,5.000
6789,Volkswagen,2015,560000,43001,Diesel,Dealer,Manual,1,22.270,1498.000,108.600,5.000
6790,Volkswagen,2015,515000,120000,Diesel,Individual,Manual,2,20.340,1498.000,103.200,5.000
6791,Volkswagen,2017,750000,50000,Diesel,Individual,Manual,1,22.270,1498.000,108.600,5.000
6792,Volkswagen,2017,900000,74000,Diesel,Individual,Manual,1,22.270,1498.000,108.600,5.000
6793,Volkswagen,2014,565000,111000,Diesel,Individual,Manual,1,20.340,1498.000,103.200,5.000
6794,Volkswagen,2015,550000,120000,Diesel,Individual,Manual,2,20.340,1498.000,103.200,5.000
6795,Volkswagen,2016,1000000,60000,Diesel,Individual,Automatic,1,22.150,1498.000,108.600,5.000
6796,Volkswagen,2014,411000,90000,Diesel,Individual,Automatic,2,21.210,1498.000,103.200,5.000
6799,Volkswagen,2015,651000,69000,Diesel,Dealer,Automatic,1,22.150,1498.000,108.600,5.000
6800,Volkswagen,2018,1290000,29899,Diesel,Dealer,Automatic,1,22.150,1498.000,108.600,5.000
6801,Volkswagen,2014,500000,70000,Petrol,Individual,Manual,2,15.040,1598.000,103.200,5.000
6802,Volkswagen,2014,390000,64000,Petrol,Individual,Manual,3,15.040,1598.000,103.200,5.000
6803,Volkswagen,2014,430000,100000,Petrol,Individual,Manual,1,15.040,1598.000,103.200,5.000
6804,Volkswagen,2012,400000,60000,Diesel,Individual,Manual,3,20.500,1598.000,105.000,5.000
6805,Volkswagen,2011,260000,120000,Diesel,Individual,Manual,3,20.540,1598.000,103.600,5.000
6806,Volkswagen,2012,400000,100000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6807,Volkswagen,2011,280000,131000,Diesel,Individual,Manual,4,20.540,1598.000,103.600,5.000
6808,Volkswagen,2011,300000,80000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6809,Volkswagen,2011,400000,100000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6810,Volkswagen,2011,365000,65000,Diesel,Dealer,Manual,2,20.540,1598.000,103.600,5.000
6811,Volkswagen,2013,450000,170000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6812,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6813,Volkswagen,2012,450000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6814,Volkswagen,2011,300000,72000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6815,Volkswagen,2012,350000,40000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6816,Volkswagen,2011,375000,69000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6817,Volkswagen,2013,330000,100000,Diesel,Individual,Manual,3,20.540,1598.000,103.600,5.000
6818,Volkswagen,2012,375000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6819,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6820,Volkswagen,2013,400000,120000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6821,Volkswagen,2012,361000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6822,Volkswagen,2012,280000,80000,Diesel,Individual,Manual,3,20.540,1598.000,103.600,5.000
6823,Volkswagen,2011,300000,120000,Diesel,Individual,Manual,3,20.540,1598.000,103.600,5.000
6824,Volkswagen,2012,335000,100000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6825,Volkswagen,2013,350000,100000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6826,Volkswagen,2011,340000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6827,Volkswagen,2012,300000,150000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6828,Volkswagen,2011,370000,100000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6829,Volkswagen,2011,275000,125000,Diesel,Individual,Manual,4,20.540,1598.000,103.600,5.000
6830,Volkswagen,2012,280000,120000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6831,Volkswagen,2011,295000,65000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6832,Volkswagen,2012,315000,130000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6833,Volkswagen,2011,240000,110000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6834,Volkswagen,2013,325000,155000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6835,Volkswagen,2012,380000,200000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6836,Volkswagen,2011,250000,70000,Diesel,Individual,Manual,2,20.540,1598.000,103.600,5.000
6837,Volkswagen,2011,225000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6838,Volkswagen,2010,320000,120000,Diesel,Individual,Manual,3,20.540,1598.000,103.600,5.000
6839,Volkswagen,2011,330000,66000,Diesel,Individual,Manual,2,20.500,1598.000,105.000,5.000
6840,Volkswagen,2014,575000,90000,Diesel,Individual,Manual,1,20.540,1598.000,103.600,5.000
6841,Volkswagen,2012,535000,12000,Petrol,Dealer,Manual,2,15.040,1598.000,103.600,5.000
6842,Volkswagen,2011,375000,49000,Petrol,Individual,Manual,1,15.040,1598.000,103.600,5.000
6843,Volkswagen,2012,360000,60000,Petrol,Individual,Manual,3,15.040,1598.000,103.600,5.000
6844,Volkswagen,2011,250000,140000,Petrol,Individual,Automatic,2,14.400,1598.000,103.600,5.000
6845,Volkswagen,2011,227000,73840,Petrol,Individual,Manual,1,15.040,1598.000,103.600,5.000
6846,Tata,2012,175000,90000,Diesel,Individual,Manual,2,15.420,1405.000,70.000,7.000
6847,Tata,2012,250000,120000,Diesel,Individual,Manual,1,15.420,1405.000,70.000,7.000
6848,Tata,2014,317000,15000,Diesel,Individual,Manual,1,15.420,1405.000,70.000,7.000
6849,Tata,2013,135000,120000,Diesel,Individual,Manual,3,15.420,1405.000,70.000,7.000
6850,Hyundai,2019,1150000,2286,Petrol,Trustmark Dealer,Automatic,1,18.150,998.000,118.350,5.000
6851,Hyundai,2019,1125000,3500,Petrol,Dealer,Automatic,1,18.150,998.000,118.350,5.000
6853,Mahindra,2012,180000,110000,Petrol,Individual,Manual,2,13.870,1390.000,75.000,5.000
6854,Mahindra,2011,229999,170000,Diesel,Individual,Manual,2,21.000,1461.000,64.100,5.000
6855,Mahindra,2012,225000,110000,Diesel,Individual,Manual,2,20.800,1461.000,65.000,5.000
6856,Mahindra,2011,180000,218000,Diesel,Individual,Manual,1,21.000,1461.000,64.100,5.000
6857,Mahindra,2011,210000,215000,Diesel,Individual,Manual,1,21.000,1461.000,64.100,5.000
6858,Mahindra,2012,140000,120000,Diesel,Individual,Manual,2,21.030,1461.000,65.000,5.000
6859,Mahindra,2011,200000,120000,Diesel,Individual,Manual,3,21.000,1461.000,64.100,5.000
6861,Mahindra,2011,174000,100000,Diesel,Individual,Manual,2,21.000,1461.000,64.100,5.000
6862,Mahindra,2012,254999,70000,Diesel,Individual,Manual,2,20.800,1461.000,65.000,5.000
6863,Mahindra,2014,350000,106000,Diesel,Individual,Manual,2,20.800,1461.000,65.000,5.000
6864,Mahindra,2012,200000,80000,Diesel,Individual,Manual,2,20.800,1461.000,65.000,5.000
6865,Mahindra,2011,225000,57000,Diesel,Individual,Manual,2,21.000,1461.000,64.100,5.000
6866,Mahindra,2012,260000,70000,Diesel,Individual,Manual,2,21.030,1461.000,65.000,5.000
6867,Mahindra,2012,260000,110000,Diesel,Individual,Manual,1,21.030,1461.000,65.000,5.000
6868,Mahindra,2014,250000,50000,Diesel,Individual,Manual,2,21.030,1461.000,65.000,5.000
6869,Mahindra,2018,750000,22000,Diesel,Individual,Manual,1,21.030,1461.000,65.000,5.000
6870,Mahindra,2015,380000,120000,Diesel,Individual,Manual,2,21.030,1461.000,65.000,5.000
6871,Mahindra,2014,250000,110000,Diesel,Individual,Manual,1,20.800,1461.000,65.000,5.000
6872,Mahindra,2012,350000,25000,Diesel,Individual,Manual,1,21.030,1461.000,65.000,5.000
6873,Mahindra,2013,350000,70000,Petrol,Individual,Manual,1,13.870,1598.000,86.000,5.000
6874,Mahindra,2014,350000,110000,Diesel,Individual,Manual,2,20.800,1461.000,64.100,5.000
6875,Mahindra,2013,250000,180000,Diesel,Individual,Manual,1,20.800,1461.000,64.100,5.000
6876,Mahindra,2016,750000,100000,Diesel,Individual,Manual,1,20.800,1461.000,64.100,5.000
6877,Hyundai,2016,710000,40000,Diesel,Individual,Manual,1,24.800,1396.000,88.700,5.000
6878,Hyundai,2015,600000,60000,Diesel,Individual,Manual,2,24.800,1396.000,88.700,5.000
6879,Hyundai,2015,525000,248000,Diesel,Individual,Manual,1,24.800,1396.000,88.700,5.000
6880,Hyundai,2014,459999,110000,Diesel,Individual,Manual,2,24.800,1396.000,88.700,5.000
6881,Hyundai,2017,700000,82000,Diesel,Individual,Manual,1,24.800,1396.000,88.700,5.000
6883,Hyundai,2012,400000,182000,Diesel,Individual,Manual,2,24.800,1396.000,88.700,5.000
6884,Hyundai,2013,550000,50000,Diesel,Individual,Manual,1,23.500,1396.000,88.700,5.000
6885,Hyundai,2015,465000,50000,Petrol,Individual,Manual,2,17.430,1396.000,105.500,5.000
6886,Hyundai,2014,550000,40000,Petrol,Individual,Manual,1,17.430,1396.000,105.500,5.000
6887,Hyundai,2016,650000,40000,Petrol,Individual,Manual,1,17.430,1396.000,105.500,5.000
6888,Hyundai,2014,500000,33400,Petrol,Individual,Manual,1,17.430,1396.000,105.500,5.000
6889,Hyundai,2013,530000,92500,Diesel,Individual,Manual,1,22.320,1582.000,126.300,5.000
6890,Hyundai,2011,440000,80000,Diesel,Individual,Manual,3,22.320,1582.000,126.300,5.000
6891,Hyundai,2014,580000,56000,Diesel,Individual,Manual,1,22.320,1582.000,126.300,5.000
6892,Hyundai,2013,475000,125000,Diesel,Individual,Manual,3,22.320,1582.000,126.300,5.000
6893,Hyundai,2012,409999,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6894,Hyundai,2012,400000,103655,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6895,Hyundai,2013,500000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6896,Hyundai,2011,360000,157000,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6897,Hyundai,2011,380000,157000,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6898,Hyundai,2011,450000,108000,Diesel,Individual,Manual,1,22.320,1582.000,126.300,5.000
6899,Hyundai,2011,450000,100000,Diesel,Individual,Manual,1,22.320,1582.000,126.300,5.000
6900,Hyundai,2016,850000,120000,Diesel,Individual,Automatic,1,19.080,1582.000,126.200,5.000
6901,Hyundai,2013,525000,75000,Diesel,Individual,Automatic,1,22.320,1582.000,126.300,5.000
6902,Hyundai,2013,509999,120000,Diesel,Individual,Automatic,2,22.320,1582.000,126.300,5.000
6903,Hyundai,2013,445000,87185,Diesel,Individual,Manual,2,22.320,1582.000,126.300,5.000
6904,Hyundai,2015,560000,119000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6905,Hyundai,2017,850000,35000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6906,Hyundai,2015,600000,80000,Diesel,Individual,Manual,2,23.900,1582.000,126.200,5.000
6907,Hyundai,2016,800000,80000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6908,Hyundai,2017,800000,15000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6909,Hyundai,2016,850000,120000,Diesel,Individual,Manual,1,23.900,1582.000,126.320,5.000
6910,Hyundai,2015,600000,80000,Diesel,Individual,Manual,1,23.900,1582.000,126.320,5.000
6911,Hyundai,2017,750000,40000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6912,Hyundai,2015,575000,23000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6913,Hyundai,2016,803999,60000,Diesel,Individual,Manual,1,23.900,1582.000,126.200,5.000
6914,Hyundai,2017,800000,45500,Diesel,Individual,Manual,2,23.900,1582.000,126.200,5.000
6915,Hyundai,2013,522000,150000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6916,Hyundai,2011,400000,221889,Diesel,Dealer,Manual,1,22.320,1582.000,126.320,5.000
6917,Hyundai,2012,450000,120000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6918,Hyundai,2012,395000,120000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6919,Hyundai,2013,420000,69000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6920,Hyundai,2011,475000,80000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6921,Hyundai,2012,450000,60000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6922,Hyundai,2012,390000,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6923,Hyundai,2011,500000,80000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6924,Hyundai,2013,500000,87000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6925,Hyundai,2014,575000,106000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6926,Hyundai,2011,450000,96000,Diesel,Individual,Manual,4,22.320,1582.000,126.320,5.000
6928,Hyundai,2013,520000,88000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6930,Hyundai,2014,700000,117000,Diesel,Dealer,Manual,1,22.320,1582.000,126.320,5.000
6931,Hyundai,2014,545000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6932,Hyundai,2014,700000,80000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6933,Hyundai,2013,425000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6934,Hyundai,2014,545000,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6935,Hyundai,2013,700000,76460,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6936,Hyundai,2012,360000,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6937,Hyundai,2012,420000,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6938,Hyundai,2014,650000,83000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6939,Hyundai,2012,450000,72000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6940,Hyundai,2012,465000,146000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6941,Hyundai,2012,450000,100000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6942,Hyundai,2013,459999,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6943,Hyundai,2012,350000,120000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6944,Hyundai,2012,450000,200000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6945,Hyundai,2012,450000,128000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6946,Hyundai,2014,535000,70000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6947,Hyundai,2012,400000,138000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6948,Hyundai,2013,500000,70000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6949,Hyundai,2011,375000,35000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6951,Hyundai,2012,415000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6952,Hyundai,2012,440000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6953,Hyundai,2011,360000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6954,Hyundai,2014,755000,29340,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6955,Hyundai,2017,1050000,70000,Diesel,Dealer,Manual,1,22.320,1582.000,126.320,5.000
6956,Hyundai,2012,432000,77000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6957,Hyundai,2014,600000,125000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6958,Hyundai,2014,575000,120000,Diesel,Individual,Manual,3,22.320,1582.000,126.320,5.000
6959,Hyundai,2012,459999,70000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6960,Hyundai,2011,390000,153000,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6961,Hyundai,2014,645000,150360,Diesel,Individual,Manual,1,22.320,1582.000,126.320,5.000
6962,Hyundai,2013,580000,80000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
6963,Hyundai,2014,625000,70000,Diesel,Individual,Manual,2,22.320,1582.000,126.320,5.000
